address,name,account_type,type
0x05f51aab068caa6ab7eeb672f88c180f67f17ec7,ABCC,eoa,Exchange
0x4df5f3610e2471095a130d7d934d551f3dde01ed,ATAIX,eoa,Exchange
0xf0c80fb9fb22bef8269cb6feb9a51130288a671f,Artis Turba Exchange 1,eoa,Exchange
0x94597850916a49b3b152ee374e97260b99249f5b,Artis Turba Exchange 2,eoa,Exchange
0xa0bb4ba19f578a63fa3f67adaf7bbca15ccadc45,BTC Markets,eoa,Exchange
0x1c00d840ccaa67c494109f46e55cfeb2d8562f5c,BTC-Alpha Exchange,eoa,Exchange
0xcf1cc6ed5b653def7417e3fa93992c3ffe49139b,Bancor Relay?,contract,Exchange
0xb626a5facc4de1c813f5293ec3be31979f1d1c78,BancorConverter,contract,Exchange
0xc6725ae749677f21e4d8f85f41cfb6de49b9db29,BancorConverter_3,contract,Exchange
0xc0829421c1d260bd3cb3e0f06cfe2d52db2ce315,BancorEtherToken_2,contract,Exchange
0xf20b9e713a33f61fa38792d2afaf1cd30339126a,BancorNetwork,contract,Exchange
0xf87a7ec94884f44d9de33d36b73f42c7c0dd38b1,BancorQuickConverter,contract,Exchange
0xadb72986ead16bdbc99208086bd431c1aa38938e,Beaxy,eoa,Exchange
0x7a10ec7d68a048bdae36a70e93532d31423170fa,Bgogo 1,eoa,Exchange
0xce1bf8e51f8b39e51c6184e059786d1c0eaf360f,Bgogo 2,eoa,Exchange
0xf73c3c65bde10bf26c2e1763104e609a41702efe,Bibox,eoa,Exchange
0xa30d8157911ef23c46c0eb71889efe6a648a41f7,BigONE,eoa,Exchange
0x17bc58b788808dab201a9a90817ff3c168bf3d61,BigOne!?,eoa,Exchange
0x6efb20f61b80f6a7ebe7a107bace58288a51fb34,Biki.com,eoa,Exchange
0xf7793d27a1b76cdf14db7c83e82c772cf7c92910,Bilaxy,eoa,Exchange
0x3f5ce5fbfe3e9af3971dd833d26ba9b5c936f0be,Binance 1,eoa,Exchange
0xd551234ae421e3bcba99a0da6d736074f22192ff,Binance 2,eoa,Exchange
0x564286362092d8e7936f0549571a803b203aaced,Binance 3,eoa,Exchange
0x0681d8db095565fe8a346fa0277bffde9c0edbbf,Binance 4,eoa,Exchange
0xfe9e8709d3215310075d67e3ed32a380ccf451c8,Binance 5,eoa,Exchange
0x4e9ce36e442e55ecd9025b9a6e0d88485d628a67,Binance 6,eoa,Exchange
0xbe0eb53f46cd790cd13851d5eff43d12404d33e8,Binance 7,eoa,Exchange
0xf977814e90da44bfa03b6295a0616a897441acec,Binance 8,eoa,Exchange
0xab83d182f3485cf1d6ccdd34c7cfef95b4c08da4,Binance JEX,eoa,Exchange
0x30146933a3a0babc74ec0b3403bec69281ba5914,Bit-Z,eoa,Exchange
0x4b729cf402cfcffd057e254924b32241aedc1795,Bit-Z,eoa,Exchange
0x7c49e1c0e33f3efb57d64b7690fa287c8d15b90a,Bit2C,eoa,Exchange
0xe79eef9b9388a4ff70ed7ec5bccd5b928ebb8bd1,BitMart,eoa,Exchange
0xaa90b4aae74cee41e004bc45e45a427406c4dcae,BitUN.io 1,eoa,Exchange
0xf8d04a720520d0bcbc722b1d21ca194aa22699f2,BitUN.io 2,eoa,Exchange
0xdf5021a4c1401f1125cd347e394d977630e17cf7,Bitbox,contract,Exchange
0x28ebe764b8f9a853509840645216d3c2c0fd774b,BiteBTC,eoa,Exchange
0x7727e5113d1d161373623e5f49fd568b4f543a9e,Bitfinex 2,contract,Exchange
0x4fdd5eb2fb260149a3903859043e962ab89d8ed4,Bitfinex 3,eoa,Exchange
0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,Bitfinex 4,eoa,Exchange
0x742d35cc6634c0532925a3b844bc454e4438f44e,Bitfinex 5,eoa,Exchange
0x7180eb39a6264938fdb3effd7341c4727c382153,Bitfinex_Old2,eoa,Exchange
0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,Bitflyer?,eoa,Exchange
0x22b84d5ffea8b801c0422afe752377a64aa738c2,Bithumb,eoa,Exchange
0x8fa8af91c675452200e49b4683a33ca2e1a34e42,Bithumb 1,eoa,Exchange
0x3052cd6bf951449a984fe4b5a38b46aef9455c8e,Bithumb 2,eoa,Exchange
0x2140efd7ba31169c69dfff6cdc66c542f0211825,Bithumb 3,eoa,Exchange
0x88D34944cF554e9CCCf4a24292D891f620e9c94F,Bithumb 4,eoa,Exchange
0x3fbe1f8fc5ddb27d428aa60f661eaaab0d2000ce,Bithumb Contract,contract,Exchange
0x03bdf69b1322d623836afbd27679a1c0afa067e9,Bitmax 1,eoa,Exchange
0x4b1a99467a284cc690e3237bc69105956816f762,Bitmax 2,eoa,Exchange
0x986a2fca9eda0e06fbf7839b89bfc006ee2a23dd,Bitmax 3,eoa,Exchange
0x7071f121c038a98f8a7d485648a27fcd48891ba8,Bitpanda,eoa,Exchange
0x1522900b6dafac587d499a862861c0869be6e428,Bitstamp,contract,Exchange
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,Bittrex 1,eoa,Exchange
0xe94b04a0fed112f3664e45adb2b8915693dd5ff3,Bittrex 2,contract,Exchange
0x66f820a414680b5bcda5eeca5dea238543f42054,Bittrex 3,eoa,Exchange
0x73957709695e73fd175582105c44743cf0fb6f2f,Bw.com,eoa,Exchange
0xd7c866d0d536937bf9123e02f7c052446588189f,C2CX: Hot Wallet,eoa,Exchange
0x75e7f640bf6968b6f32c47a3cd82c3c2c9dcae68,CEX.io,eoa,Exchange
0x0d6b5a54f940bf3d52e438cab785981aaefdf40c,COSS.io 1,eoa,Exchange
0xd1560b3984b7481cd9a8f40435a53c860187174d,COSS.io 2,contract,Exchange
0x521db06bf657ed1d6c98553a70319a8ddbac75a3,CREX24,eoa,Exchange
0x72bcfa6932feacd91cb2ea44b0731ed8ae04d0d3,Cashierest,eoa,Exchange
0x7a56f645dcb513d0326cbaa048e9106ff6d4cd5f,Catex Exchange,eoa,Exchange
0xfd648cc72f1b4e71cbdda7a0a91fe34d32abd656,ChainX,eoa,Exchange
0x96fc4553a00c117c5b0bed950dd625d1c16dc894,Changelly,eoa,Exchange
0x8958618332df62af93053cb9c535e26462c959b0,Cobinhood 1,eoa,Exchange
0xb726da4fbdc3e4dbda97bb20998cf899b0e727e0,Cobinhood 2,contract,Exchange
0xe77780defba5ce2e0c10e41d7ff20a4bc05a57f6,Cobinhood_2,eoa,Exchange
0x93f36930f94fbb5afc5fb506d3f7abb9179a4e4e,CoinEgg,eoa,Exchange
0x4b01721f0244e7c5b5f63c20942850e447f5a5ee,CoinExchange.io,eoa,Exchange
0x167a9333bf582556f35bd4d16a7e80e191aa6476,CoinOne?,eoa,Exchange
0x71660c4005BA85c37ccec55d0C4493E66Fe775d3,Coinbase,eoa,Exchange
0x503828976D22510aad0201ac7EC88293211D23Da,Coinbase,eoa,Exchange
0xddfAbCdc4D8FfC6d5beaf154f18B778f892A0740,Coinbase,eoa,Exchange
0x3cd751e6b0078be393132286c442345e5dc49699,Coinbase,eoa,Exchange
0xb5d85CBf7cB3EE0D56b3bB207D5Fc4B82f43F511,Coinbase,eoa,Exchange
0xeb2629a2734e272bcc07bda959863f316f4bd4cf,Coinbase,eoa,Exchange
0x95a9bd206ae52c4ba8eecfc93d18eacdd41c88cc,Coinbase,eoa,Exchange
0x9539e0b14021a43cde41d9d45dc34969be9c7cb0,Coinbene,eoa,Exchange
0x33683b94334eebc9bd3ea85ddbda4a86fb461405,Coinbene: Cold Wallet,eoa,Exchange
0xb6ba1931e4e74fd080587688f6db10e830f810d5,Coindelta,eoa,Exchange
0xb9ee1e551f538a464e8f8c41e9904498505b49b0,Coinex,eoa,Exchange
0x1d1bd550197c7c0787b9ad0aea9c1cca66ee0e90,Coinhako,eoa,Exchange
0x5baeac0a0417a05733884852aa068b706967e790,Cryptopia 1,eoa,Exchange
0x2984581ece53a4390d1f568673cf693139c97049,Cryptopia 2,eoa,Exchange
0xe269e891a2ec8585a378882ffa531141205e92e9,DDEX,eoa,Exchange
0x7600977eb9effa627d6bd0da2e5be35e11566341,DEx.top,contract,Exchange
0xe17ee7b3c676701c66b395a35f0df4c2276a344e,DigiFinex,eoa,Exchange
0x8d76166c22658a144c0211d87abf152e6a2d9d95,Eterbase,eoa,Exchange
0x1fd6267f0d86f62d88172b998390afee2a1f54b6,Exmo 1,eoa,Exchange
0xd7b9a9b2f665849c4071ad5af77d8c76aa30fb32,Exmo 2,eoa,Exchange
0x915d7915f2b469bb654a7d903a5d4417cb8ea7df,FCoin,eoa,Exchange
0x94fe3ad91dacba8ec4b82f56ff7c122181f1535d,Faa.st,eoa,Exchange
0x4e5b2e1dc63f6b91cb6cd759936495434c7e972f,FixedFloat,eoa,Exchange
0x9f5ca0012b9b72e8f3db57092a6f26bf4f13dc69,GBX,eoa,Exchange
0x9fb01a2584aac5aae3fab1ed25f86c5269b32999,GGBTC.com,eoa,Exchange
0x0d0707963952f2fba59dd06f2b425ace40b492fe,Gate.io 1,eoa,Exchange
0x7793cd85c11a924478d358d49b05b37e91b5810f,Gate.io 2,eoa,Exchange
0x1c4b70a3968436b9a0a9cf5205c787eb81bb558c,Gate.io 3,eoa,Exchange
0x61edcdf5bb737adffe5043706e7c5bb1f1a56eea,Gemini 3,contract,Exchange
0xe3031c1bfaa7825813c562cbdcc69d96fcad2087,Gopax,eoa,Exchange
0x9c67e141c0472115aa1b98bd0088418be68fd249,HitBTC 1,eoa,Exchange
0x59a5208b32e627891c389ebafc644145224006e8,HitBTC 2,eoa,Exchange
0xa12431d0b9db640034b0cdfceef9cce161e62be4,HitBTC 3,eoa,Exchange
0x65e2c5175e2e618f48e70343b14c31b280e42d90,HitBTC sender,eoa,Exchange
0x05ee546c1a62f90d7acbffd6d846c9c54c7cf94c,HitBTC?,eoa,Exchange
0xf07232bc85d995c32c1edf1c985c84a8b7b0ded7,HitBTC??,eoa,Exchange
0x274f3c32c90517975e29dfc209a23f315c1e5fc7,Hotbit 1,eoa,Exchange
0x8533a0bd9310eb63e7cc8e1116c18a3d67b1976a,Hotbit 2,eoa,Exchange
0xab5c66752a9e8167967685f1450532fb96d5d24f,Huobi 1,eoa,Exchange
0xe93381fb4c4f14bda253907b18fad305d799241a,Huobi 10,eoa,Exchange
0xfa4b5be3f2f84f56703c42eb22142744e95a2c58,Huobi 11,eoa,Exchange
0x46705dfff24256421a05d056c29e81bdc09723b8,Huobi 12,eoa,Exchange
0x1b93129f05cc2e840135aab154223c75097b69bf,Huobi 13,eoa,Exchange
0xeb6d43fe241fb2320b5a3c9be9cdfd4dd8226451,Huobi 14,eoa,Exchange
0x956e0dbecc0e873d34a5e39b25f364b2ca036730,Huobi 15,eoa,Exchange
0xeec606a66edb6f497662ea31b5eb1610da87ab5f,Huobi 16,eoa,Exchange
0x7ef35bb398e0416b81b019fea395219b65c52164,Huobi 17,eoa,Exchange
0x6748f50f686bfbca6fe8ad62b22228b87f31ff2b,Huobi 2,eoa,Exchange
0xfdb16996831753d5331ff813c29a93c76834a0ad,Huobi 3,eoa,Exchange
0xeee28d484628d41a82d01e21d12e2e78d69920da,Huobi 4,eoa,Exchange
0x5c985e89dde482efe97ea9f1950ad149eb73829b,Huobi 5,eoa,Exchange
0xdc76cd25977e0a5ae17155770273ad58648900d3,Huobi 6,eoa,Exchange
0xadb2b42f6bd96f5c65920b9ac88619dce4166f94,Huobi 7,eoa,Exchange
0xa8660c8ffd6d578f657b72c0c811284aef0b735e,Huobi 8,eoa,Exchange
0x1062a747393198f70f71ec65a582423dba7e5ab3,Huobi 9,eoa,Exchange
0xe3c274d2e2180afd89eda4d25320cff08aadb680,Huobi x15,eoa,Exchange
0x99fe5d6383289cdd56e54fc0baf7f67c957a8888,Huobi x13,eoa,Exchange
0xdf95de30cdff4381b69f9e4fa8dddce31a0128df,Huobi x3,eoa,Exchange
0x2a0c0dbecc7e4d658f48e01e3fa353f44050c208,IDEX_1,contract,Exchange
0xa7a7899d944fe658c4b0a1803bab2f490bd3849e,IDEX_2,eoa,Exchange
0x3c11c3025ce387d76c2eddf1493ec55a8cc2a0f7,Idax.global,eoa,Exchange
0x51836a753e344257b361519e948ffcaf5fb8d521,Indodax 1,eoa,Exchange
0x9cbadd5ce7e14742f70414a6dcbd4e7bb8712719,Indodax 2,eoa,Exchange
0x04f062809b244e37e7fdc21d9409469c989c2342,Joyso,contract,Exchange
0x2910543af39aba0cd09dbb2d50200b3e800a63d2,Kraken 1,eoa,Exchange
0x0a869d79a7052c7f1b55a8ebabbea3420f0d1e13,Kraken 2,eoa,Exchange
0xe853c56864a2ebe4576a807d26fdc4a0ada51919,Kraken 3,eoa,Exchange
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,Kraken 4,eoa,Exchange
0xfa52274dd61e1643d2205169732f29114bc240b3,Kraken 5,contract,Exchange
0x29728d0efd284d85187362faa2d4d76c2cfc2612,Kraken BAT Holding,eoa,Exchange
0x43984d578803891dfa9706bdeee6078d80cfc79e,Kraken REP Holding,eoa,Exchange
0xe8a0e282e6a3e8023465accd47fae39dd5db010b,Kryptono 1,eoa,Exchange
0x629a7144235259336ea2694167f3c8b856edd7dc,Kryptono 2,contract,Exchange
0x30b71d015f60e2f959743038ce0aaec9b4c1ea44,Kryptono 3,contract,Exchange
0x2b5634c42055806a59e9107ed44d43c426e58258,KuCoin 1,eoa,Exchange
0x689c56aef474df92d44a1b70850f808488f9769c,KuCoin 2,eoa,Exchange
0xea81ce54a0afa10a027f65503bd52fba83d745b8,Kuna.io,eoa,Exchange
0x964f35fae36d75b1e72770e244f6595b68508cf5,KyberNetwork,contract,Exchange
0x0861fca546225fbf8806986d211c8398f7457734,LAToken 1,eoa,Exchange
0x7891b20c690605f4e370d6944c8a5dbfac5a451c,LAToken 2,eoa,Exchange
0x1b6c1a0e20af81b922cb454c3e52408496ee7201,LAToken 3,eoa,Exchange
0x8271b2e8cbe29396e9563229030c89679b9470db,Liqui.io 1,eoa,Exchange
0x5e575279bf9f4acf0a130c186861454247394c06,Liqui.io 2,eoa,Exchange
0x243bec9256c9a3469da22103891465b47583d9f1,Livecoin.net,eoa,Exchange
0x75e89d5979e4f6fba9f97c104c2f0afb3f1dcb88,MXC 1,eoa,Exchange
0x0211f3cedbef3143223d3acf0e589747933e8527,MXC 2,eoa,Exchange
0xe03c23519e18d64f144d2800e30e81b0065c48b5,Mercatox,eoa,Exchange
0xae7006588d03bd15d6954e3084a7e644596bc251,NEXBIT Pro,eoa,Exchange
0x03e3ff995863828554282e80870b489cc31dc8bc,OMGFIN Exchange,eoa,Exchange
0xaeec6f5aca72f3a005af1b3420ab8c8c7009bac8,OTCBTC,eoa,Exchange
0xa7efae728d2936e78bda97dc267687568dd593f3,OkEx 3,eoa,Exchange
0x6cc5f688a315f3dc28a7781717a9a798a59fda7b,Okex 1,eoa,Exchange
0x236f9f97e0e62388479bf9e5ba4889e46b0273c3,Okex 2,eoa,Exchange
0xd2045edc40199019e221d71c0913343f7908d0d5,Paradex,eoa,Exchange
0xbd8ef191caa1571e8ad4619ae894e07a75de0c35,Paribu 1,eoa,Exchange
0x2bb97b6cf6ffe53576032c11711d59bd056830ee,Paribu 2,eoa,Exchange
0xd4dcd2459bb78d7a645aa7e196857d421b10d93f,Peatio,eoa,Exchange
0x32be343b94f860124dc4fee278fdcbd38c102d88,Poloniex 1,eoa,Exchange
0x209c4784ab1e8183cf58ca33cb740efbf3fc18ef,Poloniex 2,contract,Exchange
0xb794f5ea0ba39494ce839613fffba74279579268,Poloniex 3,eoa,Exchange
0xa910f92acdaf488fa6ef02174fb86208ad7722ba,Poloniex 4,eoa,Exchange
0xaa9fa73dfe17ecaa2c89b39f0bb2779613c5fc3b,Poloniex: BAT,eoa,Exchange
0x2fa2bc2ce6a4f92952921a4caa46b3727d24a1ec,Poloniex: BNT,eoa,Exchange
0x31a2feb9b5d3b5f4e76c71d6c92fc46ebb3cb1c1,Poloniex: CVC,eoa,Exchange
0x6b71834d65c5c4d8ed158d54b47e6ea4ff4e5437,Poloniex: FOAM,eoa,Exchange
0x48d466b7c0d32b61e8a82cd2bcf060f7c3f966df,Poloniex: GNO,eoa,Exchange
0x0536806df512d6cdde913cf95c9886f65b1d3462,Poloniex: GNT,eoa,Exchange
0x8d451ae5ee8f557a9ce7a9d7be8a8cb40002d5cb,Poloniex: KNC,eoa,Exchange
0xbd2ec7c608a06fe975dbdca729e84dedb34ecc21,Poloniex: LOOM,eoa,Exchange
0xc0e30823e5e628df8bc9bf2636a347e1512f0ecb,Poloniex: MANA,eoa,Exchange
0x65f9b2e4d7aaeb40ffea8c6f5844d5ad7da257e0,Poloniex: NXC,eoa,Exchange
0x36b01066b7fa4a0fdb2968ea0256c848e9135674,Poloniex: OMG,eoa,Exchange
0xab11204cfeaccffa63c2d23aef2ea9accdb0a0d5,Poloniex: REP,eoa,Exchange
0x6795cf8eb25585eadc356ae32ac6641016c550f2,Poloniex: SNT,eoa,Exchange
0xfbf2173154f7625713be22e0504404ebfe021eae,Poloniex: STORJ,eoa,Exchange
0x6f803466bcd17f44fa18975bf7c509ba64bf3825,Poloniex: USDC,eoa,Exchange
0xead6be34ce315940264519f250d8160f369fa5cd,Poloniex: ZRX,eoa,Exchange
0x41d5233f434d98b73f22ce664d48be06f4eb073f,Qryptos/Liquid,eoa,Exchange
0x027beefcbad782faf69fad12dee97ed894c68549,QuadrigaCX 1,eoa,Exchange
0xb6aac3b56ff818496b747ea57fcbe42a9aae6218,QuadrigaCX 2,eoa,Exchange
0x0ee4e2d09aec35bdf08083b649033ac0a41aa75e,QuadrigaCX 3,eoa,Exchange
0xd344539efe31f8b6de983a0cab4fb721fc69c547,QuantaEx 1,eoa,Exchange
0x5ca39c42f4dee3a5ba8fec3ad4902157d48700bf,QuantaEx 2,eoa,Exchange
0x2a048d9a8ffdd239f063b09854976c3049ae659c,QuantaEx 3,eoa,Exchange
0x2819c144d5946404c0516b6f817a960db37d4929,Remitano 2,eoa,Exchange
0x13f64609bf1ef46f6515f8cd3115433a93a00dc6,Saturn Network,contract,Exchange
0x120a270bbc009644e35f0bb6ab13f95b8199c4ad,ShapeShift 1,eoa,Exchange
0x9e6316f44baeeee5d41a1070516cc5fa47baf227,ShapeShift 2,eoa,Exchange
0x70faa28a6b8d6829a4b1e649d26ec9a2a39ba413,ShapeShift 3,eoa,Exchange
0x563b377a956c80d77a7c613a9343699ad6123911,ShapeShift 4,eoa,Exchange
0xd3273eba07248020bf98a8b560ec1576a612102f,ShapeShift 5,eoa,Exchange
0x3b0bc51ab9de1e5b7b6e34e5b960285805c41736,ShapeShift 6,eoa,Exchange
0xeed16856d551569d134530ee3967ec79995e2051,ShapeShift 7,eoa,Exchange
0x91f6d99b232153cb655ad3e0d05e13ef505f6cd5,Sparrow Exchange,contract,Exchange
0xe855283086fbee485aecf2084345a91424c23954,Sparrow Exchange 2,contract,Exchange
0x0681e844593a051e2882ec897ecd5444efe19ff2,StarBitEx,eoa,Exchange
0xa96b536eef496e21f5432fd258b6f78cf3673f74,Switchain,eoa,Exchange
0xea3a46bd1dbd0620d80037f70d0bf7c7dc5a837c,TAGZ 1,eoa,Exchange
0xed8204345a0cf4639d2db61a4877128fe5cf7599,TAGZ 2,eoa,Exchange
0x3613ef1125a078ef96ffc898c4ec28d73c5b8c52,Tidex 1,eoa,Exchange
0x0a73573cf2903d2d8305b1ecb9e9730186a312ae,Tidex 2,eoa,Exchange
0x1ce7ae555139c5ef5a57cc8d814a867ee6ee33d8,TokenStore,contract,Exchange
0x0068eb681ec52dbd9944517d785727310b494575,Tokocrypto,eoa,Exchange
0xb2cc3cdd53fc9a1aeaf3a68edeba2736238ddc5d,TopBTC,eoa,Exchange
0x1119aaefb02bf12b84d28a5d8ea48ec3c90ef1db,Trade.io,eoa,Exchange
0x2f1233ec3a4930fd95874291db7da9e90dfb2f03,Uex,eoa,Exchange
0x390de26d772d2e2005c6d1d24afc902bae37a4bb,Upbit 1,eoa,Exchange
0xba826fec90cefdf6706858e5fbafcb27a290fbe0,Upbit 2,eoa,Exchange
0x5e032243d507c743b061ef021e2ec7fcc6d3ab89,Upbit 3,eoa,Exchange
0x03747f06215b44e498831da019b27f53e483599f,Upbit?,eoa,Exchange
0xb436c96c6de1f50a160ed307317c275424dbe4f2,Vinex,eoa,Exchange
0xf5bec430576ff1b82e44ddb5a1c93f6f9d0884f3,Yobit.net,eoa,Exchange
0xd94c9ff168dc6aebf9b6cc86deff54f3fb0afc33,Yunbi 1,eoa,Exchange
0x42da8a05cb7ed9a43572b5ba1b8f82a0a6e263dc,Yunbi 2,eoa,Exchange
0x700f6912e5753e91ea3fae877a2374a2db1245d7,Yunbi 3,eoa,Exchange
0x60d0cc2ae15859f69bf74dadb8ae3bd58434976b,ZB.com,eoa,Exchange
0x6485fc77be2186fc60feea38d0ef4331d8404b60,ZB.com,eoa,Exchange
0xf4b51b14b9ee30dc37ec970b50a486f37686e2a8,bitfinex_cold_wallet?,eoa,Exchange
0xb287a379e6caca6732e50b88d23c290aa990a892,coinnest,eoa,Exchange
0x0b078896a3d9166da5c37ae52a5809aca48630d4,dragonex,eoa,Exchange
0x4aea7cf559f67cedcad07e12ae6bc00f07e8cf65,etherdelta_1,contract,Exchange
0x8d12a197cb00d4747a1fe03395095ce2a5cc6819,etherdelta_2,contract,Exchange
0x5b31bb52bdd7006ae57f9d9506c0ff995229b63c,Anycoin Direct,eoa,Fiat Gateway
0x1151314c646ce4e0efd76d1af4760ae66a9fe30f,Bitfinex 1,eoa,Fiat Gateway
0xfb9f7f41319157ac5c5dccae308a63a4337ad5d9,Bity.com,eoa,Fiat Gateway
0xa193c943980a9340f306b3d59deb183dc501b35f,CoinhakoSG,eoa,Fiat Gateway
0xd24400ae8bfebb18ca49be86258a3c749cf46853,Gemini 1,eoa,Fiat Gateway
0x6fc82a5fe25a5cdb58bc74600a40a69c065263f8,Gemini 2,contract,Fiat Gateway
0xedbb72e6b3cf66a792bff7faac5ea769fe810517,Liquid,eoa,Fiat Gateway
0xb8cf411b956b3f9013c1d0ac8c909b086218207c,Remitano 1,eoa,Fiat Gateway
0x340d693ed55d7ba167d184ea76ea2fd092a35bdc,Uphold.com,eoa,Fiat Gateway
0x6b59210ade46b62b25e82e95ab390a7ccadd4c3a,Bitberry,eoa,Wallet
0xa9c7d31bb1879bff8be25ead2f59b310a52b7c5a,Cobo,eoa,Wallet
0x4fed1fc4144c223ae3c1553be203cdfcbd38c581,Cryptonator,eoa,Wallet
0x7ed1e469fcb3ee19c0366d829e291451be638e59,Freewallet,eoa,Wallet
0x416299aade6443e6f6e8ab67126e65a7f606eef5,Luno hot wallet,eoa,Wallet
0x28c9386ebab8d52ead4a327e6423316435b2d4fc,RenrenBit,eoa,Wallet
